person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,clabe,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Karina Gutiérrez Villalpando,karinagutiérrezvillalpando,karinagutiérrezvillalpando@hotmail.com,69168914757,1911-12-13,"Continuación Urrutia 011 Edif. 194 , Depto. 169, San Lucía los altos, MOR 51112-7006",726.492.9187,02:e2:66:53:fd:53,147.92.165.181,646194644283183056,2026-06-01 15:18:26,23085,295,131,1675799,c9352ed8-3802-45cc-bc3b-b230a343fa4d
Zeferino Urrutia Romo,zeferinourrutiaromo,zeferinourrutiaromo@hotmail.com,42068838822,1932-10-16,"Avenida Sur de la Torre 853 Interior 498, Vieja Luxemburgo, COAH 89392",(373)322-9366x2051,ec:9b:1f:81:d6:8a,164.29.124.201,901552326874997094,2026-06-01 15:18:26,18453,286,358,1120301,b3d056a7-92e5-4c5f-85df-b615ccdd1a5d
Ing. Emilia Casas,ing.emiliacasas,ing.emiliacasas@hotmail.com,34606778065,1970-07-10,"Calzada México 384 Edif. 529 , Depto. 611, San Yolanda los altos, BCS 56289",1-276-725-4464,ba:d9:58:0b:94:ba,43.167.209.97,32907267787682613,2026-06-01 15:18:26,35780,124,575,1911515,4d709210-02a8-4ef7-af4c-bfb95b1297a5
Úrsula Esparza,úrsulaesparza,úrsulaesparza@gmail.com,32102980912,1947-07-25,"Periférico Sur Granado 553 Edif. 481 , Depto. 609, San Georgina los bajos, TLAX 44713",1-259-458-3267x77780,6c:f5:fa:5a:41:07,1.116.218.88,621909948034987485,2026-06-01 15:18:26,8073,643,204,1551003,7b50fd24-1416-41bc-939b-54218f5329dd
Claudio José María Zelaya,claudiojosémaríazelaya,claudiojosémaríazelaya@hotmail.com,43553304502,2009-08-10,"Circunvalación Vela 153 668, San Clara de la Montaña, TAB 60554",030.194.6791x43990,82:b9:c5:a2:bc:e1,106.207.92.52,139133897221572245,2026-06-01 15:18:26,22361,298,328,122635,84a8bd55-c5e4-4619-b61d-fa49dccf3991
Carlos Carrillo Escobar,carloscarrilloescobar,carloscarrilloescobar@yahoo.com,23949948899,1998-01-03,"Cerrada Frías 922 171, San Amalia de la Montaña, JAL 89052",1-784-860-3107x1708,8e:ab:fb:94:5a:8f,9.27.7.94,634937498856597465,2026-06-01 15:18:26,6724,979,270,704201,839398ff-ae69-4687-adba-dba0109700da
Timoteo Gonzalo Bétancourt,timoteogonzalobétancourt,timoteogonzalobétancourt@gmail.com,82612762342,1923-08-28,"Retorno Sonora 629 Edif. 346 , Depto. 764, Vieja Georgia, VER 45213-1884",550.359.2922x1654,1a:62:29:6c:7c:75,121.55.183.12,62723904052663586,2026-06-01 15:18:26,29412,780,311,1653329,023e4a43-82c5-439e-ba25-85707b165625
Abraham Garza Covarrubias,abrahamgarzacovarrubias,abrahamgarzacovarrubias@yahoo.com,52762140417,1976-06-01,"Periférico Sinaloa 374 Edif. 276 , Depto. 739, San Irma los bajos, AGS 38441",841-163-3672,f8:93:d4:c2:09:71,145.152.107.31,608121798920809974,2026-06-01 15:18:26,27217,968,265,966250,7f9b9ae3-d70f-4b73-bdd4-60b0e5283c67
Cristina Domínguez,cristinadomínguez,cristinadomínguez@hotmail.com,94171998704,1965-12-22,"Circunvalación Norte Estrada 374 363, San Nayeli los altos, MOR 95044",1-112-810-3396,9c:dc:48:e2:29:35,163.164.73.60,606959837080900411,2026-06-01 15:18:26,31973,927,701,1647360,a309b042-eb96-41b8-8afd-727b132cf4a5
Lic. Amalia de la Torre,lic.amaliadelatorre,lic.amaliadelatorre@yahoo.com,35057910958,1975-08-06,"Avenida Velázquez 594 327, Vieja Vanuatu, COL 32381-4031",883-835-1918x8988,10:cb:4e:c1:ab:8a,208.53.145.105,130068560906800510,2026-06-01 15:18:26,11245,692,422,1765009,6f4da07c-7900-4a54-87ce-afb9558d6f7a
Lorena Yolanda de la Garza,lorenayolandadelagarza,lorenayolandadelagarza@hotmail.com,40219806862,1956-07-24,"Peatonal Morelos 715 981, Vieja Letonia, QRO 01365",(552)407-0044,20:cd:a2:45:bf:ad,155.100.252.232,640669631444466137,2026-06-01 15:18:26,33370,352,640,1355344,c78a553a-3723-47e6-b423-54dc498c2d2e
Estela Barbara Correa Mateo,estelabarbaracorreamateo,estelabarbaracorreamateo@yahoo.com,83731762742,1990-01-06,"Periférico Hidalgo 235 079, Vieja Panamá, YUC 17899",197-053-7225x181,10:a6:48:b3:9f:8e,101.8.194.98,624311296928060739,2026-06-01 15:18:26,33703,654,567,1979228,1f336e5e-19ea-4cec-8dce-e550ad621fcf
Sergio David Mejía,sergiodavidmejía,sergiodavidmejía@yahoo.com,15818678706,1914-07-29,"Callejón Sur Ortiz 006 372, San Reina de la Montaña, NAY 37112",658-340-5434x2104,10:58:bc:a7:22:a2,76.241.119.251,633703825556035339,2026-06-01 15:18:26,28120,455,402,672940,f8e71b59-d29a-4ea3-8bc7-56ec27e35968
Lic. Juana Cazares,lic.juanacazares,lic.juanacazares@yahoo.com,90574496627,1981-05-07,"Cerrada Arabia Saudita 575 Interior 777, San Samuel los bajos, OAX 23799-3678",1-503-883-8965,ba:2d:b6:ec:35:d3,26.227.41.33,638693869661971983,2026-06-01 15:18:26,22924,276,448,1016453,2b75e905-5364-460f-869c-56c8ca7ff4ef
Sr. Homero Luna,sr.homeroluna,sr.homeroluna@yahoo.com,13835377113,1919-11-14,"Pasaje Tlaxcala 982 494, San Uriel los altos, AGS 86146-0920",402-128-1629x24577,06:96:f6:d5:32:ba,80.38.104.54,155169975251840697,2026-06-01 15:18:26,15801,179,144,441012,b19aee4e-aa41-40b1-b0d3-c254b8e20880
Alta  Gracia Escobar Luna,altagraciaescobarluna,altagraciaescobarluna@yahoo.com,5079993266,1975-01-11,"Retorno Swazilandia 140 Interior 786, Vieja Bahamas, DF 16524-3064",(069)449-0340x2074,68:cb:52:8e:70:a1,101.237.148.105,648211933107226322,2026-06-01 15:18:26,20845,859,144,1740508,41125d57-b289-4a4b-af17-b1410d12dd34
Patricio Roberto Salazar Arguello,patriciorobertosalazararguello,patriciorobertosalazararguello@yahoo.com,90850540387,1977-07-02,"Peatonal Saint Kitts y Nevis 572 Interior 451, San Jaime los altos, MEX 98401-6385",294-143-5510x6702,d0:e1:a2:15:b9:20,117.112.98.230,147065746960964354,2026-06-01 15:18:26,30245,661,747,1975616,11df2bb0-c2a0-47b3-ab33-5579fa2b3c40
Julia Concepción Zamudio Meraz,juliaconcepciónzamudiomeraz,juliaconcepciónzamudiomeraz@hotmail.com,76423679414,2022-01-03,"Diagonal Morelos 981 Interior 856, San Gloria los bajos, NAY 29991",1-064-082-1704,20:7e:91:15:47:af,85.22.111.170,132260210144576600,2026-06-01 15:18:26,24586,951,142,781125,e06d345d-2cd3-4d49-8e4c-484de8dbc2b8
Mariano Valles,marianovalles,marianovalles@yahoo.com,89645146062,2023-12-02,"Pasaje Myanmar 302 Edif. 448 , Depto. 254, San María Teresa los altos, CHIH 59285",223.938.0521x678,54:a6:40:81:ee:72,202.91.61.35,112121869964242925,2026-06-01 15:18:26,4871,68,120,22244,e705630d-e21e-4528-af7e-d132dc50cde5
Jacinto Ayala Velázquez,jacintoayalavelázquez,jacintoayalavelázquez@yahoo.com,85908097539,1964-02-10,"Calle Norte Almonte 810 Interior 523, Vieja Granada, GTO 81751-6558",(109)624-1242,fc:ea:0a:f1:cf:a7,164.56.91.131,602889565833698701,2026-06-01 15:18:26,24890,116,326,457240,7d55966d-a643-455e-b0e5-902eb1672d10
Mónica Marín Méndez,mónicamarínméndez,mónicamarínméndez@yahoo.com,30191004248,1928-06-09,"Retorno San Vicente y las Granadinas 332 Edif. 858 , Depto. 798, San Verónica los altos, DF 51821-2099",825-367-7172,bc:e5:98:04:0b:a8,33.241.126.96,655326580513135008,2026-06-01 15:18:26,27438,452,138,1629410,d8a99bd3-5ff2-4378-a5ff-c1d55f68a4e0
Lic. Citlali Olivo,lic.citlaliolivo,lic.citlaliolivo@yahoo.com,71083761966,1986-08-02,"Corredor Cuba 071 Interior 879, Vieja Uzbekistán, SON 26167-2003",763-468-1423,06:bf:1f:ad:8d:22,90.93.110.114,135312654460659398,2026-06-01 15:18:26,3983,607,794,1267551,8b03afc3-2f3c-4cfa-be69-3da988597a12
Dra. Cristina Ramírez,dra.cristinaramírez,dra.cristinaramírez@gmail.com,3081751269,1988-04-11,"Circunvalación Burkina Faso 868 Edif. 228 , Depto. 838, San Abril de la Montaña, HGO 60559",1-293-631-7949,c8:1e:66:2a:37:46,30.87.126.55,677901054917847135,2026-06-01 15:18:26,23700,203,383,250266,13c3784b-fcb3-4e8e-8a2a-45d4c5c87101
Sr. Ricardo de León,sr.ricardodeleón,sr.ricardodeleón@hotmail.com,37679094559,1933-12-23,"Cerrada Méndez 003 003, San Elisa los bajos, NL 27124-4217",1-124-356-3879,0a:cf:a2:6c:e1:8b,39.18.100.146,651133423469156647,2026-06-01 15:18:26,32957,989,63,1628035,47faed4c-4e0a-408f-9f72-579db140ed90
Abraham Ramiro Matos Rosas,abrahamramiromatosrosas,abrahamramiromatosrosas@yahoo.com,81593880479,1979-12-21,"Retorno Colima 748 Interior 693, San Ofelia los altos, NL 30920-5321",1-345-379-2131x97153,fa:0e:b6:c7:f1:b6,19.90.174.11,613322983265436371,2026-06-01 15:18:26,23263,158,445,80230,94926a77-19f5-4ddb-acbc-08aa31c9c846
